,train,val,iou
44,0.537012527209262,0.5792276579739236,0.7543616110091502
45,0.5378424975244299,0.5585948983330211,0.7647316985385708
46,0.5369999341845083,0.54837033022834,0.770295560535083
47,0.5303147604805039,0.5469263779456508,0.7686793594352168
48,0.5319276956238652,0.5680022077698821,0.7607023657491224
49,0.5318720886844887,0.5734527396888406,0.7636792745052141
50,0.5299519912371354,0.5639916129980365,0.7635421519296162
51,0.5264263787349709,0.5697041818759058,0.752980002999243
52,0.5233746183701016,0.551365948957944,0.7675734746731503
53,0.5199032382427372,0.5563917639702165,0.7650120372923337
54,0.5255426086185769,0.5623174802373141,0.7570315514641704
55,0.5194193054045158,0.5486205256394158,0.7643824231551547
56,0.5190121303955444,0.5435804939757551,0.767082342324538
57,0.5180730406036458,0.5595704091806211,0.7606434243767718
58,0.5149869508681942,0.5442616929322245,0.7686403757556914
59,0.5132618719826204,0.5604295445542222,0.7613480917115476
60,0.5148521973978796,0.5521192188942338,0.7632969542109689
61,0.5182845562610728,0.5562049704837296,0.7637519311597515
62,0.5137158772137028,0.5568538087574977,0.7594043409511828
63,0.5091855580745734,0.5560868726478089,0.7614616402784745
64,0.5072780979828851,0.5639500752445261,0.762670884614525
65,0.5050448964660367,0.5446350857182983,0.7672158675699587
66,0.5076497697619083,0.5369558281665742,0.7772114970332897
67,0.5045616341432663,0.5400679344237637,0.7747383164544803
68,0.5073551815856112,0.552546579833081,0.7612828087849123
69,0.5018610788486735,0.5625052946302695,0.7662119491033693
70,0.5027282148511298,0.5557250743019235,0.7720311631413522
71,0.4985110280469843,0.5581612984077282,0.7643771474690948
72,0.4990292953994941,0.5704559616960762,0.7593663705542715
73,0.49373015002916887,0.5578731165948203,0.7649351136164768
74,0.5019877285439813,0.5366824493401913,0.7697234927383976
75,0.49182219750770495,0.5640654587494037,0.7593113048619143
76,0.4977320984433704,0.557519564960437,0.7711133948163408
77,0.49336715867012904,0.5477577813539782,0.7701048056843535
78,0.4937539149079211,0.5306174161802181,0.7786734799734919
79,0.4884971581033146,0.5628979998716893,0.7620290189961628
80,0.4901346214213471,0.5465510697902665,0.7674641094945813
81,0.48621074873252645,0.554915247892956,0.7598619494873897
82,0.48799189964940604,0.5691253902257905,0.7543854302299368
83,0.4876000554537247,0.5490624916427683,0.7677250517954309
84,0.4848329065413475,0.5455982312756666,0.770203982653282
85,0.4842757117388547,0.5394839554396028,0.7699551517606291
86,0.48462974087706223,0.544767327193849,0.7658039431770941
87,0.4839181136445981,0.5550697791466298,0.7659757890309187
88,0.4818350676828601,0.5481271776800735,0.7660611363932875
89,0.4788277060153272,0.5424076698543528,0.7710455610633308
90,0.4798497309343675,0.5439320776346176,0.7671297619122132
91,0.4777875018982811,0.5499710100936387,0.7646976304896888
92,0.4768110824731988,0.5434921306796313,0.7697479016129045
93,0.47216308015034547,0.5555107631673913,0.7625681170852161
94,0.4742283151242128,0.5400205232537202,0.7668693820978651
95,0.47073068819430913,0.5438750356357142,0.7663407968087295
96,0.47148056667746635,0.5398385362370347,0.771468771108758
97,0.4710117995549341,0.5455894741109305,0.7663076622929038
98,0.472010960336991,0.5474657780812724,0.7680637305733268
99,0.46846044144836946,0.5378089158311683,0.7712703463167604
